Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
BTC,09-02-2017,994.382996,1064.699951,1088.98999,953.343994
BTC,10-02-2017,988.674011,995.632019,998.905029,946.690979
BTC,11-02-2017,1004.450012,988.89801,1009.289978,982.830017
BTC,12-02-2017,999.18103,1003.52002,1004.76001,996.921021
BTC,13-02-2017,990.642029,998.88501,1002.099976,976.002014
BTC,14-02-2017,1004.549988,991.734985,1011.51001,986.471008
BTC,15-02-2017,1007.47998,1006.210022,1008.840027,1001.580017
BTC,16-02-2017,1027.439941,1007.650024,1033.369995,1007.650024
BTC,17-02-2017,1046.209961,1026.119995,1053.170044,1025.640015
BTC,18-02-2017,1054.420044,1049.209961,1061.099976,1046.959961
BTC,19-02-2017,1047.869995,1054.76001,1056.810059,1043.459961
BTC,20-02-2017,1079.97998,1048.689941,1080.48999,1041.689941
BTC,21-02-2017,1115.300049,1079.280029,1117.25,1076.930054
BTC,22-02-2017,1117.439941,1114.800049,1125.390015,1100.550049
BTC,23-02-2017,1166.719971,1117.27002,1176.619995,1116.959961
BTC,24-02-2017,1173.680054,1172.709961,1200.390015,1131.959961
BTC,25-02-2017,1143.839966,1170.410034,1174.849976,1124.589966
BTC,26-02-2017,1165.199951,1144.27002,1167.469971,1130.199951
BTC,27-02-2017,1179.969971,1163.780029,1181.97998,1163.380005
BTC,28-02-2017,1179.969971,1180.719971,1193.25,1171.819946
BTC,01-03-2017,1222.5,1180.040039,1222.5,1179.689941
BTC,02-03-2017,1251.01001,1224.680054,1262.130005,1215.619995
BTC,03-03-2017,1274.98999,1250.709961,1280.310059,1250.709961
BTC,04-03-2017,1255.150024,1277.430054,1279.400024,1230.51001
BTC,05-03-2017,1267.119995,1254.290039,1267.290039,1238.060059
BTC,06-03-2017,1272.829956,1267.469971,1276,1264.599976
BTC,07-03-2017,1223.540039,1273.209961,1275.550049,1204.800049
BTC,08-03-2017,1150,1223.22998,1232.160034,1148.079956
BTC,09-03-2017,1188.48999,1150.349976,1197.459961,1141.22998
BTC,10-03-2017,1116.719971,1189.359985,1270.469971,1077.25
BTC,11-03-2017,1175.829956,1116.319946,1193.829956,1116.319946
BTC,12-03-2017,1221.380005,1176.619995,1226.97998,1175.359985
BTC,13-03-2017,1231.920044,1221.780029,1237.369995,1217.030029
BTC,14-03-2017,1240,1232.160034,1244.810059,1220.719971
BTC,15-03-2017,1249.609985,1240.160034,1251.609985,1239.75
BTC,16-03-2017,1187.810059,1251.329956,1257.97998,1152.439941
BTC,17-03-2017,1100.22998,1180.160034,1180.160034,1099.569946
BTC,18-03-2017,973.817993,1099.689941,1114.069946,957.655029
BTC,19-03-2017,1036.73999,976.72998,1069.910034,976.72998
BTC,20-03-2017,1054.22998,1037.23999,1063.030029,1036.680054
BTC,21-03-2017,1120.540039,1055.359985,1122.430054,1055.359985
BTC,22-03-2017,1049.140015,1120.650024,1120.650024,1014.210022
BTC,23-03-2017,1038.589966,1050.050049,1058.01001,1028.930054
BTC,24-03-2017,937.52002,1038.449951,1040.469971,934.357971
BTC,25-03-2017,972.778992,936.539978,975.760986,903.713013
BTC,26-03-2017,966.724976,974.015015,1007.960022,954.185974
BTC,27-03-2017,1045.77002,972.054993,1046.400024,971.984009
BTC,28-03-2017,1047.150024,1044.579956,1064.650024,1027.72998
BTC,29-03-2017,1039.969971,1046.079956,1055.130005,1015.880005
BTC,30-03-2017,1026.430054,1042.209961,1049.290039,1020.039978
BTC,31-03-2017,1071.790039,1026.640015,1074.920044,1026.640015
BTC,01-04-2017,1080.5,1071.709961,1091.719971,1061.089966
BTC,02-04-2017,1102.170044,1080.609985,1107.589966,1075.449951
BTC,03-04-2017,1143.810059,1102.949951,1151.73999,1102.949951
BTC,04-04-2017,1133.25,1145.52002,1156.439941,1120.52002
BTC,05-04-2017,1124.780029,1134.140015,1135.089966,1113.630005
BTC,06-04-2017,1182.680054,1125.810059,1188.369995,1125.810059
BTC,07-04-2017,1176.900024,1178.939941,1186.579956,1163.390015
BTC,08-04-2017,1175.949951,1172.650024,1184.97998,1162.579956
BTC,09-04-2017,1187.869995,1176.569946,1197.209961,1171.859985
BTC,10-04-2017,1187.130005,1187.300049,1190.339966,1179.040039
BTC,11-04-2017,1205.01001,1187.459961,1208.069946,1187.459961
BTC,12-04-2017,1200.369995,1204.810059,1207.140015,1196.76001
BTC,13-04-2017,1169.280029,1201.02002,1205.890015,1156.439941
BTC,14-04-2017,1167.540039,1170.329956,1190.800049,1159.790039
BTC,15-04-2017,1172.52002,1167.300049,1188,1164.959961
BTC,16-04-2017,1182.939941,1172.609985,1187.219971,1172.609985
BTC,17-04-2017,1193.910034,1183.25,1194.900024,1172.650024
BTC,18-04-2017,1211.670044,1193.77002,1217.569946,1193.77002
BTC,19-04-2017,1210.290039,1212.130005,1215.51001,1205.079956
BTC,20-04-2017,1229.079956,1211.079956,1240.790039,1208.410034
BTC,21-04-2017,1222.050049,1229.420044,1235.939941,1215.560059
BTC,22-04-2017,1231.709961,1222.709961,1235.560059,1208.469971
BTC,23-04-2017,1207.209961,1231.920044,1232.199951,1203.939941
BTC,24-04-2017,1250.150024,1209.630005,1250.939941,1209.630005
BTC,25-04-2017,1265.48999,1250.449951,1267.579956,1249.969971
BTC,26-04-2017,1281.079956,1265.98999,1294.829956,1265.930054
BTC,27-04-2017,1317.72998,1281.880005,1319.699951,1281.300049
BTC,28-04-2017,1316.47998,1317.73999,1331.280029,1292.369995
BTC,29-04-2017,1321.790039,1317.839966,1327.199951,1315.209961
BTC,30-04-2017,1347.890015,1321.869995,1347.910034,1314.920044
BTC,01-05-2017,1421.599976,1348.300049,1434.319946,1348.300049
BTC,02-05-2017,1452.819946,1421.030029,1473.900024,1415.689941
BTC,03-05-2017,1490.089966,1453.780029,1492.77002,1447.48999
BTC,04-05-2017,1537.670044,1490.719971,1608.910034,1490.719971
BTC,05-05-2017,1555.449951,1540.869995,1618.030029,1530.310059
BTC,06-05-2017,1578.800049,1556.810059,1578.800049,1542.5
BTC,07-05-2017,1596.709961,1579.469971,1596.719971,1559.76001
BTC,08-05-2017,1723.349976,1596.920044,1723.349976,1596.920044
BTC,09-05-2017,1755.359985,1723.890015,1833.48999,1716.300049
BTC,10-05-2017,1787.130005,1756.52002,1788.439941,1719.099976
BTC,11-05-2017,1848.569946,1780.369995,1873.930054,1755.349976
BTC,12-05-2017,1724.23999,1845.76001,1856.150024,1694.01001
BTC,13-05-2017,1804.910034,1723.119995,1812.98999,1651.079956
BTC,14-05-2017,1808.910034,1800.859985,1831.420044,1776.619995
BTC,15-05-2017,1738.430054,1808.439941,1812.800049,1708.540039
BTC,16-05-2017,1734.449951,1741.699951,1785.939941,1686.540039
BTC,17-05-2017,1839.089966,1726.72998,1864.050049,1661.910034
BTC,18-05-2017,1888.650024,1818.699951,1904.47998,1807.119995
BTC,19-05-2017,1987.709961,1897.369995,2004.52002,1890.25
BTC,20-05-2017,2084.72998,1984.23999,2084.72998,1974.920044
BTC,21-05-2017,2041.199951,2067.030029,2119.080078,2037.5
BTC,22-05-2017,2173.399902,2043.189941,2303.899902,2017.869995
BTC,23-05-2017,2320.419922,2191.560059,2320.820068,2178.5
BTC,24-05-2017,2443.639893,2321.370117,2523.719971,2321.370117
BTC,25-05-2017,2304.97998,2446.23999,2763.709961,2285.300049
BTC,26-05-2017,2202.419922,2320.889893,2573.790039,2071.98999
BTC,27-05-2017,2038.869995,2196.27002,2260.199951,1855.829956
BTC,28-05-2017,2155.800049,2054.080078,2267.340088,2054.080078
BTC,29-05-2017,2255.610107,2159.429932,2307.050049,2107.169922
BTC,30-05-2017,2175.469971,2255.360107,2301.959961,2124.570068
BTC,31-05-2017,2286.409912,2187.189941,2311.080078,2145.570068
BTC,01-06-2017,2407.879883,2288.330078,2448.389893,2288.330078
BTC,02-06-2017,2488.550049,2404.030029,2488.550049,2373.320068
BTC,03-06-2017,2515.350098,2493.719971,2581.909912,2423.570068
BTC,04-06-2017,2511.810059,2547.790039,2585.889893,2452.540039
BTC,05-06-2017,2686.810059,2512.399902,2686.810059,2510.219971
BTC,06-06-2017,2863.199951,2690.840088,2999.909912,2690.840088
BTC,07-06-2017,2732.159912,2869.379883,2869.379883,2700.560059
BTC,08-06-2017,2805.620117,2720.48999,2815.300049,2670.949951
BTC,09-06-2017,2823.810059,2807.439941,2901.709961,2795.620117
BTC,10-06-2017,2947.709961,2828.139893,2950.98999,2746.550049
BTC,11-06-2017,2958.110107,2942.409912,2996.600098,2840.530029
BTC,12-06-2017,2659.629883,2953.219971,2997.26001,2518.560059
BTC,13-06-2017,2717.02002,2680.909912,2789.040039,2650.379883
BTC,14-06-2017,2506.370117,2716.879883,2786.830078,2412.939941
BTC,15-06-2017,2464.580078,2499.580078,2534.709961,2212.959961
BTC,16-06-2017,2518.560059,2469.570068,2539.919922,2385.149902
BTC,17-06-2017,2655.879883,2514.01001,2685.189941,2484.959961
BTC,18-06-2017,2548.290039,2655.350098,2662.100098,2516.330078
BTC,19-06-2017,2589.600098,2549.030029,2662.850098,2549.030029
BTC,20-06-2017,2721.790039,2591.26001,2763.449951,2589.820068
BTC,21-06-2017,2689.100098,2709.429932,2772.01001,2660.399902
BTC,22-06-2017,2705.409912,2691.030029,2723.73999,2642.360107
BTC,23-06-2017,2744.909912,2707.340088,2765.169922,2706.370117
BTC,24-06-2017,2608.719971,2738.52002,2757.939941,2583.189941
BTC,25-06-2017,2589.409912,2607.25,2682.26001,2552.120117
BTC,26-06-2017,2478.449951,2590.570068,2615.25,2376.290039
BTC,27-06-2017,2552.449951,2478.449951,2552.449951,2332.98999
BTC,28-06-2017,2574.790039,2553.030029,2603.97998,2484.419922
BTC,29-06-2017,2539.320068,2567.560059,2588.830078,2510.47998
BTC,30-06-2017,2480.840088,2539.23999,2559.25,2478.429932
BTC,01-07-2017,2434.550049,2492.600098,2515.27002,2419.22998
BTC,02-07-2017,2506.469971,2436.399902,2514.280029,2394.840088
BTC,03-07-2017,2564.060059,2498.560059,2595,2480.469971
BTC,04-07-2017,2601.639893,2561,2631.590088,2559.350098
BTC,05-07-2017,2601.98999,2602.870117,2622.649902,2538.550049
BTC,06-07-2017,2608.560059,2608.100098,2616.719971,2581.689941
BTC,07-07-2017,2518.659912,2608.590088,2916.139893,2498.870117
BTC,08-07-2017,2571.340088,2520.27002,2571.340088,2492.310059
BTC,09-07-2017,2518.439941,2572.610107,2635.48999,2517.590088
BTC,10-07-2017,2372.560059,2525.25,2537.159912,2321.129883
BTC,11-07-2017,2337.790039,2385.889893,2413.469971,2296.810059
BTC,12-07-2017,2398.840088,2332.77002,2423.709961,2275.139893
BTC,13-07-2017,2357.899902,2402.699951,2425.219971,2340.830078
BTC,14-07-2017,2233.340088,2360.590088,2363.25,2183.219971
BTC,15-07-2017,1998.859985,2230.120117,2231.139893,1990.410034
BTC,16-07-2017,1929.819946,1991.97998,2058.77002,1843.030029
BTC,17-07-2017,2228.409912,1932.619995,2230.48999,1932.619995
BTC,18-07-2017,2318.879883,2233.52002,2387.610107,2164.77002
BTC,19-07-2017,2273.429932,2323.080078,2397.169922,2260.22998
BTC,20-07-2017,2817.600098,2269.889893,2900.699951,2269.889893
BTC,21-07-2017,2667.76001,2838.409912,2838.409912,2621.850098
BTC,22-07-2017,2810.120117,2668.629883,2862.419922,2657.709961
BTC,23-07-2017,2730.399902,2808.100098,2832.179932,2653.939941
BTC,24-07-2017,2754.860107,2732.699951,2777.26001,2699.189941
BTC,25-07-2017,2576.47998,2757.5,2768.080078,2480.959961
BTC,26-07-2017,2529.449951,2577.77002,2610.76001,2450.800049
BTC,27-07-2017,2671.780029,2538.709961,2693.320068,2529.340088
BTC,28-07-2017,2809.01001,2679.72998,2897.449951,2679.72998
BTC,29-07-2017,2726.449951,2807.02002,2808.76001,2692.800049
BTC,30-07-2017,2757.179932,2724.389893,2758.530029,2644.850098
BTC,31-07-2017,2875.340088,2763.23999,2889.620117,2720.610107
BTC,01-08-2017,2718.26001,2871.300049,2921.350098,2685.610107
BTC,02-08-2017,2710.669922,2727.129883,2762.530029,2668.590088
BTC,03-08-2017,2804.72998,2709.560059,2813.310059,2685.139893
BTC,04-08-2017,2895.889893,2806.929932,2899.330078,2743.719971
BTC,05-08-2017,3252.909912,2897.629883,3290.01001,2874.830078
BTC,06-08-2017,3213.939941,3257.610107,3293.290039,3155.600098
BTC,07-08-2017,3378.939941,3212.780029,3397.679932,3180.889893
BTC,08-08-2017,3419.939941,3370.219971,3484.850098,3345.830078
BTC,09-08-2017,3342.469971,3420.399902,3422.76001,3247.669922
BTC,10-08-2017,3381.280029,3341.840088,3453.449951,3319.469971
BTC,11-08-2017,3650.620117,3373.820068,3679.719971,3372.120117
BTC,12-08-2017,3884.709961,3650.629883,3949.919922,3613.699951
BTC,13-08-2017,4073.26001,3880.040039,4208.390137,3857.800049
BTC,14-08-2017,4325.129883,4066.100098,4325.129883,3989.159912
BTC,15-08-2017,4181.930176,4326.990234,4455.970215,3906.179932
BTC,16-08-2017,4376.629883,4200.339844,4381.22998,3994.419922
BTC,17-08-2017,4331.689941,4384.439941,4484.700195,4243.709961
BTC,18-08-2017,4160.620117,4324.339844,4370.129883,4015.399902
BTC,19-08-2017,4193.700195,4137.75,4243.259766,3970.550049
BTC,20-08-2017,4087.659912,4189.310059,4196.290039,4069.879883
BTC,21-08-2017,4001.73999,4090.47998,4109.140137,3988.600098
BTC,22-08-2017,4100.52002,3998.350098,4128.759766,3674.580078
BTC,23-08-2017,4151.52002,4089.01001,4255.779785,4078.409912
BTC,24-08-2017,4334.680176,4137.600098,4376.390137,4130.259766
BTC,25-08-2017,4371.600098,4332.819824,4455.700195,4307.350098
BTC,26-08-2017,4352.399902,4372.060059,4379.279785,4269.52002
BTC,27-08-2017,4382.879883,4345.100098,4416.589844,4317.290039
BTC,28-08-2017,4382.660156,4384.450195,4403.930176,4224.640137
BTC,29-08-2017,4579.02002,4389.209961,4625.680176,4352.129883
BTC,30-08-2017,4565.299805,4570.359863,4626.52002,4471.410156
BTC,31-08-2017,4703.390137,4555.589844,4736.049805,4549.399902
BTC,01-09-2017,4892.009766,4701.759766,4892.009766,4678.529785
BTC,02-09-2017,4578.77002,4901.419922,4975.040039,4469.240234
BTC,03-09-2017,4582.959961,4585.27002,4714.080078,4417.589844
BTC,04-09-2017,4236.310059,4591.629883,4591.629883,4108.399902
BTC,05-09-2017,4376.529785,4228.290039,4427.839844,3998.110107
BTC,06-09-2017,4597.120117,4376.589844,4617.25,4376.589844
BTC,07-09-2017,4599.879883,4589.140137,4655.040039,4491.330078
BTC,08-09-2017,4228.75,4605.160156,4661,4075.179932
BTC,09-09-2017,4226.060059,4229.810059,4308.819824,4114.109863
BTC,10-09-2017,4122.939941,4229.339844,4245.439941,3951.040039
BTC,11-09-2017,4161.27002,4122.470215,4261.669922,4099.399902
BTC,12-09-2017,4130.810059,4168.879883,4344.649902,4085.219971
BTC,13-09-2017,3882.590088,4131.97998,4131.97998,3789.919922
BTC,14-09-2017,3154.949951,3875.370117,3920.600098,3153.860107
BTC,15-09-2017,3637.52002,3166.300049,3733.449951,2946.620117
BTC,16-09-2017,3625.040039,3637.75,3808.840088,3487.790039
BTC,17-09-2017,3582.879883,3606.280029,3664.810059,3445.639893
BTC,18-09-2017,4065.199951,3591.090088,4079.22998,3591.090088
BTC,19-09-2017,3924.969971,4073.790039,4094.070068,3868.870117
BTC,20-09-2017,3905.949951,3916.360107,4031.389893,3857.72998
BTC,21-09-2017,3631.040039,3901.469971,3916.419922,3613.629883
BTC,22-09-2017,3630.699951,3628.02002,3758.27002,3553.530029
BTC,23-09-2017,3792.399902,3629.919922,3819.209961,3594.580078
BTC,24-09-2017,3682.840088,3796.149902,3796.149902,3666.899902
BTC,25-09-2017,3926.070068,3681.580078,3950.25,3681.580078
BTC,26-09-2017,3892.350098,3928.409912,3969.889893,3869.899902
BTC,27-09-2017,4200.669922,3892.939941,4210.049805,3884.820068
BTC,28-09-2017,4174.72998,4197.129883,4279.310059,4109.700195
BTC,29-09-2017,4163.069824,4171.620117,4214.629883,4039.290039
BTC,30-09-2017,4338.709961,4166.109863,4358.430176,4160.859863
BTC,01-10-2017,4403.740234,4341.049805,4403.740234,4269.810059
BTC,02-10-2017,4409.319824,4395.810059,4470.22998,4377.459961
BTC,03-10-2017,4317.47998,4408.459961,4432.470215,4258.890137
BTC,04-10-2017,4229.359863,4319.370117,4352.310059,4210.419922
BTC,05-10-2017,4328.410156,4229.879883,4362.640137,4164.049805
BTC,06-10-2017,4370.810059,4324.459961,4413.27002,4320.529785
BTC,07-10-2017,4426.890137,4369.350098,4443.879883,4321.049805
BTC,08-10-2017,4610.47998,4429.669922,4624.140137,4405.640137
BTC,09-10-2017,4772.02002,4614.52002,4878.709961,4564.25
BTC,10-10-2017,4781.990234,4776.209961,4922.169922,4765.100098
BTC,11-10-2017,4826.47998,4789.25,4873.72998,4751.629883
BTC,12-10-2017,5446.910156,4829.580078,5446.910156,4822
BTC,13-10-2017,5647.209961,5464.160156,5840.299805,5436.850098
BTC,14-10-2017,5831.790039,5643.529785,5837.700195,5591.640137
BTC,15-10-2017,5678.189941,5835.959961,5852.47998,5478.609863
BTC,16-10-2017,5725.589844,5687.569824,5776.22998,5544.209961
BTC,17-10-2017,5605.509766,5741.580078,5800.350098,5472.720215
BTC,18-10-2017,5590.689941,5603.819824,5603.819824,5151.439941
BTC,19-10-2017,5708.52002,5583.740234,5744.350098,5531.060059
BTC,20-10-2017,6011.450195,5708.109863,6060.109863,5627.22998
BTC,21-10-2017,6031.600098,5996.790039,6194.879883,5965.069824
BTC,22-10-2017,6008.419922,6036.660156,6076.259766,5792.339844
BTC,23-10-2017,5930.319824,6006,6075.589844,5732.470215
BTC,24-10-2017,5526.640137,5935.52002,5935.52002,5504.180176
BTC,25-10-2017,5750.799805,5524.600098,5754.330078,5397.879883
BTC,26-10-2017,5904.830078,5747.950195,5976.799805,5721.220215
BTC,27-10-2017,5780.899902,5899.740234,5988.390137,5728.819824
BTC,28-10-2017,5753.089844,5787.819824,5876.720215,5689.189941
BTC,29-10-2017,6153.850098,5754.439941,6255.709961,5724.580078
BTC,30-10-2017,6130.529785,6114.850098,6214.990234,6040.850098
BTC,31-10-2017,6468.399902,6132.02002,6470.430176,6103.330078
BTC,01-11-2017,6767.310059,6440.970215,6767.310059,6377.879883
BTC,02-11-2017,7078.5,6777.77002,7367.330078,6758.720215
BTC,03-11-2017,7207.759766,7087.529785,7461.290039,7002.939941
BTC,04-11-2017,7379.950195,7164.47998,7492.859863,7031.279785
BTC,05-11-2017,7407.410156,7404.52002,7617.47998,7333.189941
BTC,06-11-2017,7022.759766,7403.220215,7445.77002,7007.310059
BTC,07-11-2017,7144.379883,7023.100098,7253.319824,7023.100098
BTC,08-11-2017,7459.689941,7141.379883,7776.419922,7114.02002
BTC,09-11-2017,7143.580078,7446.830078,7446.830078,7101.52002
BTC,10-11-2017,6618.140137,7173.72998,7312,6436.870117
BTC,11-11-2017,6357.600098,6618.609863,6873.149902,6204.220215
BTC,12-11-2017,5950.069824,6295.450195,6625.049805,5519.009766
BTC,13-11-2017,6559.490234,5938.25,6811.189941,5844.290039
BTC,14-11-2017,6635.75,6561.47998,6764.97998,6461.75
BTC,15-11-2017,7315.540039,6634.759766,7342.25,6634.759766
BTC,16-11-2017,7871.689941,7323.240234,7967.379883,7176.580078
BTC,17-11-2017,7708.990234,7853.569824,8004.589844,7561.089844
BTC,18-11-2017,7790.149902,7697.209961,7884.990234,7463.439941
BTC,19-11-2017,8036.490234,7766.029785,8101.910156,7694.100098
BTC,20-11-2017,8200.639648,8039.069824,8336.860352,7949.359863
BTC,21-11-2017,8071.259766,8205.740234,8348.660156,7762.709961
BTC,22-11-2017,8253.549805,8077.950195,8302.259766,8075.470215
BTC,23-11-2017,8038.77002,8232.379883,8267.400391,8038.77002
BTC,24-11-2017,8253.69043,8074.02002,8374.160156,7940.930176
BTC,25-11-2017,8790.919922,8241.709961,8790.919922,8191.149902
BTC,26-11-2017,9330.549805,8789.040039,9522.929688,8775.589844
BTC,27-11-2017,9818.349609,9352.719727,9818.349609,9352.719727
BTC,28-11-2017,10058.79981,9823.429688,10125.7002,9736.299805
BTC,29-11-2017,9888.610352,10077.40039,11517.40039,9601.030273
BTC,30-11-2017,10233.59961,9906.790039,10801,9202.049805
BTC,01-12-2017,10975.59961,10198.59961,11046.7002,9694.650391
BTC,02-12-2017,11074.59961,10978.29981,11320.2002,10905.09961
BTC,03-12-2017,11323.2002,11082.7002,11858.7002,10862
BTC,04-12-2017,11657.2002,11315.40039,11657.2002,11081.79981
BTC,05-12-2017,11916.7002,11685.7002,12032,11604.59961
BTC,06-12-2017,14291.5,11923.40039,14369.09961,11923.40039
BTC,07-12-2017,17899.69922,14266.09961,17899.69922,14057.29981
BTC,08-12-2017,16569.40039,17802.90039,18353.40039,14336.90039
BTC,09-12-2017,15178.2002,16523.30078,16783,13674.90039
BTC,10-12-2017,15455.40039,15168.40039,15850.59961,13226.59961
BTC,11-12-2017,16936.80078,15427.40039,17513.90039,15404.79981
BTC,12-12-2017,17415.40039,16919.80078,17781.80078,16571.59961
BTC,13-12-2017,16408.19922,17500,17653.09961,16039.7002
BTC,14-12-2017,16564,16384.59961,17085.80078,16185.90039
BTC,15-12-2017,17706.90039,16601.30078,18154.09961,16601.30078
BTC,16-12-2017,19497.40039,17760.30078,19716.69922,17515.30078
BTC,17-12-2017,19140.80078,19475.80078,20089,18974.09961
BTC,18-12-2017,19114.19922,19106.40039,19371,18355.90039
BTC,19-12-2017,17776.69922,19118.30078,19177.80078,17275.40039
BTC,20-12-2017,16624.59961,17760.30078,17934.69922,16077.7002
BTC,21-12-2017,15802.90039,16642.40039,17567.69922,15342.7002
BTC,22-12-2017,13831.79981,15898,15943.40039,11833
BTC,23-12-2017,14699.2002,13948.7002,15603.2002,13828.79981
BTC,24-12-2017,13925.79981,14608.2002,14626,12747.7002
BTC,25-12-2017,14026.59961,13995.90039,14593,13448.90039
BTC,26-12-2017,16099.79981,14036.59961,16461.19922,14028.90039
BTC,27-12-2017,15838.5,16163.5,16930.90039,15114.29981
BTC,28-12-2017,14606.5,15864.09961,15888.40039,13937.29981
BTC,29-12-2017,14656.2002,14695.79981,15279,14307
BTC,30-12-2017,12952.2002,14681.90039,14681.90039,12350.09961
BTC,31-12-2017,14156.40039,12897.7002,14377.40039,12755.59961
BTC,01-01-2018,13657.2002,14112.2002,14112.2002,13154.7002
BTC,02-01-2018,14982.09961,13625,15444.59961,13163.59961
BTC,03-01-2018,15201,14978.2002,15572.79981,14844.5
BTC,04-01-2018,15599.2002,15270.7002,15739.7002,14522.2002
BTC,05-01-2018,17429.5,15477.2002,17705.19922,15202.79981
BTC,06-01-2018,17527,17462.09961,17712.40039,16764.59961
BTC,07-01-2018,16477.59961,17527.30078,17579.59961,16087.7002
BTC,08-01-2018,15170.09961,16476.19922,16537.90039,14208.2002
BTC,09-01-2018,14595.40039,15123.7002,15497.5,14424
BTC,10-01-2018,14973.29981,14588.5,14973.29981,13691.2002
BTC,11-01-2018,13405.79981,14968.2002,15018.79981,13105.90039
BTC,12-01-2018,13980.59961,13453.90039,14229.90039,13158.09961
BTC,13-01-2018,14360.2002,13952.40039,14659.5,13952.40039
BTC,14-01-2018,13772,14370.79981,14511.79981,13268
BTC,15-01-2018,13819.79981,13767.29981,14445.5,13641.7002
BTC,16-01-2018,11490.5,13836.09961,13843.09961,10194.90039
BTC,17-01-2018,11188.59961,11431.09961,11678,9402.290039
BTC,18-01-2018,11474.90039,11198.79981,12107.29981,10942.5
BTC,19-01-2018,11607.40039,11429.79981,11992.79981,11172.09961
BTC,20-01-2018,12899.2002,11656.2002,13103,11656.2002
BTC,21-01-2018,11600.09961,12889.2002,12895.90039,11288.2002
BTC,22-01-2018,10931.40039,11633.09961,11966.40039,10240.2002
BTC,23-01-2018,10868.40039,10944.5,11377.59961,10129.7002
BTC,24-01-2018,11359.40039,10903.40039,11501.40039,10639.79981
BTC,25-01-2018,11259.40039,11421.7002,11785.7002,11057.40039
BTC,26-01-2018,11171.40039,11256,11656.7002,10470.29981
BTC,27-01-2018,11440.7002,11174.90039,11614.90039,10989.2002
BTC,28-01-2018,11786.29981,11475.29981,12040.29981,11475.29981
BTC,29-01-2018,11296.40039,11755.5,11875.59961,11179.2002
BTC,30-01-2018,10106.29981,11306.79981,11307.2002,10036.2002
BTC,31-01-2018,10221.09961,10108.2002,10381.59961,9777.419922
BTC,01-02-2018,9170.540039,10237.29981,10288.79981,8812.280273
BTC,02-02-2018,8830.75,9142.280273,9142.280273,7796.490234
BTC,03-02-2018,9174.910156,8852.120117,9430.75,8251.629883
BTC,04-02-2018,8277.009766,9175.700195,9334.870117,8031.220215
BTC,05-02-2018,6955.27002,8270.540039,8364.839844,6756.680176
BTC,06-02-2018,7754,7051.75,7850.700195,6048.259766
BTC,07-02-2018,7621.299805,7755.490234,8509.110352,7236.790039
BTC,08-02-2018,8265.589844,7637.859863,8558.769531,7637.859863
BTC,09-02-2018,8736.980469,8271.839844,8736.980469,7884.709961
BTC,10-02-2018,8621.900391,8720.080078,9122.549805,8295.469727
BTC,11-02-2018,8129.970215,8616.129883,8616.129883,7931.100098
BTC,12-02-2018,8926.570313,8141.430176,8985.919922,8141.430176
BTC,13-02-2018,8598.30957,8926.719727,8958.469727,8455.410156
BTC,14-02-2018,9494.629883,8599.919922,9518.540039,8599.919922
BTC,15-02-2018,10166.40039,9488.320313,10234.79981,9395.580078
BTC,16-02-2018,10233.90039,10135.7002,10324.09961,9824.820313
BTC,17-02-2018,11112.7002,10207.5,11139.5,10149.40039
BTC,18-02-2018,10551.79981,11123.40039,11349.79981,10326
BTC,19-02-2018,11225.29981,10552.59961,11273.79981,10513.2002
BTC,20-02-2018,11403.7002,11231.79981,11958.5,11231.79981
BTC,21-02-2018,10690.40039,11372.2002,11418.5,10479.09961
BTC,22-02-2018,10005,10660.40039,11039.09961,9939.089844
BTC,23-02-2018,10301.09961,9937.070313,10487.29981,9734.55957
BTC,24-02-2018,9813.070313,10287.7002,10597.2002,9546.969727
BTC,25-02-2018,9664.730469,9796.419922,9923.219727,9407.05957
BTC,26-02-2018,10366.7002,9669.429688,10475,9501.730469
BTC,27-02-2018,10725.59961,10393.90039,10878.5,10246.09961
BTC,28-02-2018,10397.90039,10687.2002,11089.79981,10393.09961
BTC,01-03-2018,10951,10385,11052.29981,10352.7002
BTC,02-03-2018,11086.40039,10977.40039,11189,10850.09961
BTC,03-03-2018,11489.7002,11101.90039,11528.2002,11002.40039
BTC,04-03-2018,11512.59961,11497.40039,11512.59961,11136.09961
BTC,05-03-2018,11573.29981,11532.40039,11704.09961,11443.90039
BTC,06-03-2018,10779.90039,11500.09961,11500.09961,10694.29981
BTC,07-03-2018,9965.570313,10803.90039,10929.5,9692.120117
BTC,08-03-2018,9395.009766,9951.44043,10147.40039,9335.870117
BTC,09-03-2018,9337.549805,9414.69043,9466.349609,8513.030273
BTC,10-03-2018,8866,9350.589844,9531.320313,8828.469727
BTC,11-03-2018,9578.629883,8852.780273,9711.889648,8607.120117
BTC,12-03-2018,9205.120117,9602.929688,9937.5,8956.429688
BTC,13-03-2018,9194.849609,9173.040039,9470.379883,8958.19043
BTC,14-03-2018,8269.80957,9214.650391,9355.849609,8068.589844
BTC,15-03-2018,8300.860352,8290.759766,8428.349609,7783.049805
BTC,16-03-2018,8338.349609,8322.910156,8585.150391,8005.310059
BTC,17-03-2018,7916.879883,8321.910156,8346.530273,7812.819824
BTC,18-03-2018,8223.679688,7890.52002,8245.509766,7397.990234
BTC,19-03-2018,8630.650391,8344.120117,8675.870117,8182.399902
